wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info
178.0,54.6,54.6,9.9,5.8,2022-01-01T00:00:00-05:00,,,99.8,54.6,1640995200000,0.0,,,,1011.2,,52.6,93.17,,,Overcast,,
188.0,55.1,55.1,4.4,5.9,2022-01-01T01:00:00-05:00,,,100.0,55.1,1640998800000,0.0,,Mist,,1010.9,,52.3,90.31,,,Overcast,,
170.0,54.1,54.1,6.5,8.1,2022-01-01T02:00:00-05:00,0.0,,100.0,54.1,1641002400000,0.0,5.0,Mist,,1010.8,,52.4,93.78,,,Overcast,,
186.0,56.0,56.0,6.5,5.9,2022-01-01T03:00:00-05:00,0.0,,100.0,56.0,1641006000000,0.0,11.0,Mist,,1010.8,,53.3,90.6,,,Overcast,,
182.0,56.1,56.1,6.6,6.8,2022-01-01T04:00:00-05:00,,,100.0,56.1,1641009600000,0.0,,Mist,,1010.2,,53.4,90.65,,,Overcast,,
186.0,55.2,55.2,4.4,6.7,2022-01-01T05:00:00-05:00,,,100.0,55.2,1641013200000,0.0,,"Mist, Fog",,1009.7,,53.3,93.31,,,Overcast,,
195.0,56.9,56.9,5.5,5.9,2022-01-01T06:00:00-05:00,,,100.0,56.9,1641016800000,0.0,,Mist,,1009.7,,54.2,90.67,,,Overcast,,
195.0,56.9,56.9,5.4,4.7,2022-01-01T07:00:00-05:00,,,100.0,56.9,1641020400000,0.01,,"Mist, Light Drizzle, Light Rain",,1010.1,,54.2,90.66,,,"Rain, Overcast",,
189.0,56.0,56.0,3.7,7.2,2022-01-01T08:00:00-05:00,0.0,,99.6,56.0,1641024000000,0.03,5.0,"Mist, Light Rain",,1010.5,,54.0,92.92,,,"Rain, Overcast",,
192.0,56.0,56.0,2.3,5.5,2022-01-01T09:00:00-05:00,0.0,,100.0,56.0,1641027600000,0.06,8.0,"Mist, Light Rain",,1010.6,,54.2,93.4,,,"Rain, Overcast",,
142.0,57.7,57.7,2.5,3.3,2022-01-01T10:00:00-05:00,0.1,,100.0,57.7,1641031200000,0.06,19.0,"Mist, Rain, Heavy Rain, Light Rain",,1010.4,,56.1,94.23,,,"Rain, Overcast",,
236.0,58.9,58.9,2.3,3.4,2022-01-01T11:00:00-05:00,0.1,,100.0,58.9,1641034800000,0.11,28.0,"Mist, Rain, Heavy Rain, Light Rain",,1009.6,,56.2,90.77,,,"Rain, Overcast",,
0.0,57.9,57.9,2.0,0.0,2022-01-01T12:00:00-05:00,0.1,,100.0,57.9,1641038400000,0.08,41.0,"Mist, Light Rain",,1008.1,,56.3,94.22,,,"Rain, Overcast",,
0.0,59.0,59.0,2.7,0.0,2022-01-01T13:00:00-05:00,0.1,,100.0,59.0,1641042000000,0.01,39.0,"Mist, Light Drizzle, Light Rain",,1006.7,,57.2,93.45,,,"Rain, Overcast",,
18.0,61.1,61.1,6.6,0.3,2022-01-01T14:00:00-05:00,0.1,,100.0,61.1,1641045600000,0.0,39.0,Mist,,1005.9,,59.2,93.43,,,Overcast,,
47.0,60.3,60.3,6.6,3.2,2022-01-01T15:00:00-05:00,0.1,,99.2,60.3,1641049200000,0.0,20.0,Mist,,1005.4,,58.1,92.63,,,Overcast,,
21.0,60.0,60.0,9.0,0.3,2022-01-01T16:00:00-05:00,0.0,,100.0,60.0,1641052800000,0.0,8.0,,,1004.8,,57.6,91.77,,,Overcast,,
176.0,60.3,60.3,8.3,3.3,2022-01-01T17:00:00-05:00,0.0,,99.6,60.3,1641056400000,0.0,7.0,,,1004.2,,57.3,89.96,,,Overcast,,
167.0,61.0,61.0,9.9,4.6,2022-01-01T18:00:00-05:00,0.0,,97.4,61.0,1641060000000,0.0,0.0,,,1003.7,,59.1,93.39,,,Overcast,,
29.0,60.2,60.2,8.1,0.6,2022-01-01T19:00:00-05:00,0.2,,100.0,60.2,1641063600000,0.0,50.0,,,1003.0,,58.1,92.63,,,Overcast,,
185.0,61.1,61.1,7.9,8.0,2022-01-01T20:00:00-05:00,0.2,,100.0,61.1,1641067200000,0.0,67.0,Mist,,1001.6,,59.2,93.49,,,Overcast,,
210.0,63.0,63.0,9.9,10.4,2022-01-01T21:00:00-05:00,0.4,,94.6,63.0,1641070800000,0.0,121.0,,,1000.8,,60.5,91.46,,,Overcast,,
331.0,63.5,63.5,9.9,11.4,2022-01-01T22:00:00-05:00,0.1,,99.2,63.5,1641074400000,0.0,40.0,,,1002.0,,59.1,85.54,,,Overcast,,
355.0,57.3,57.3,7.8,0.2,2022-01-01T23:00:00-05:00,,,98.2,57.3,1641078000000,0.09,,"Mist, Light Drizzle, Rain, Heavy Rain, Light Rain",,1002.4,,55.6,94.08,,,"Rain, Overcast",,
306.0,60.5,60.5,9.7,6.8,2022-01-02T00:00:00-05:00,,,98.3,60.5,1641081600000,0.0,,"Rain, Heavy Rain, Light Rain",,1002.7,,57.2,88.68,,,Overcast,,
275.0,58.9,58.9,9.9,6.7,2022-01-02T01:00:00-05:00,,,89.1,58.9,1641085200000,0.0,,,,1002.3,,55.4,88.13,,,Overcast,,
343.0,57.8,57.8,9.9,0.3,2022-01-02T02:00:00-05:00,,,89.1,57.8,1641088800000,0.0,,Light Rain,,1002.5,,55.3,91.44,,,Overcast,,
189.0,57.7,57.7,9.9,5.7,2022-01-02T03:00:00-05:00,,,89.1,57.7,1641092400000,0.02,,Light Rain,,1003.7,,55.3,91.5,,,"Rain, Overcast",,
151.0,55.2,55.2,6.6,6.6,2022-01-02T04:00:00-05:00,,,96.1,55.2,1641096000000,0.03,,"Mist, Fog, Light Rain",,1002.6,,53.3,93.27,,,"Rain, Overcast",,
179.0,55.7,55.7,6.0,11.8,2022-01-02T05:00:00-05:00,,,97.3,55.7,1641099600000,0.02,,Light Rain,,1002.5,,53.8,93.34,,,"Rain, Overcast",,
205.0,58.9,58.9,9.9,8.2,2022-01-02T06:00:00-05:00,,,97.8,58.9,1641103200000,0.05,,Light Rain,,1000.5,,55.4,88.05,,,"Rain, Overcast",,
268.0,60.0,60.0,9.9,5.6,2022-01-02T07:00:00-05:00,,,99.8,60.0,1641106800000,0.0,,,,1003.1,,57.0,89.81,,,Overcast,,
211.0,59.9,59.9,9.9,7.8,2022-01-02T08:00:00-05:00,0.0,,98.2,59.9,1641110400000,0.0,6.0,,,1004.0,,56.2,87.42,,,Overcast,,
191.0,57.5,57.5,9.9,6.9,2022-01-02T09:00:00-05:00,0.1,,92.3,57.5,1641114000000,0.0,17.0,,,1005.2,,55.4,92.59,,,Overcast,,
187.0,56.3,56.3,9.9,7.8,2022-01-02T10:00:00-05:00,0.1,,85.7,56.3,1641117600000,0.0,37.0,,,1006.2,,54.4,93.27,,,Overcast,,
205.0,59.0,59.0,9.9,4.9,2022-01-02T11:00:00-05:00,0.2,,81.3,59.0,1641121200000,0.0,52.0,,,1006.4,,56.3,90.54,,,Overcast,,
174.0,60.2,60.2,9.9,5.9,2022-01-02T12:00:00-05:00,0.3,,85.7,60.2,1641124800000,0.0,88.0,,,1005.6,,56.2,86.85,,,Overcast,,
173.0,59.3,59.3,9.9,13.1,2022-01-02T13:00:00-05:00,0.5,,81.3,59.3,1641128400000,0.0,139.0,,,1005.5,,56.2,89.67,,,Overcast,,
175.0,60.4,60.4,9.9,8.8,2022-01-02T14:00:00-05:00,0.3,,79.3,60.4,1641132000000,0.0,84.0,,,1005.5,,56.1,85.94,,,Overcast,,
348.0,61.1,61.1,9.9,0.4,2022-01-02T15:00:00-05:00,0.1,,79.3,61.1,1641135600000,0.0,28.0,,,1006.3,,56.9,86.13,,,Overcast,,
335.0,60.2,60.2,9.9,6.5,2022-01-02T16:00:00-05:00,0.1,,92.8,60.2,1641139200000,0.0,15.0,,,1007.6,,56.1,86.28,,,Overcast,,
291.0,62.7,62.7,9.9,9.1,2022-01-02T17:00:00-05:00,0.0,,98.8,62.7,1641142800000,0.0,7.0,,,1008.9,,51.3,66.21,,,Overcast,,
337.0,60.9,60.9,9.9,13.5,2022-01-02T18:00:00-05:00,0.0,,88.3,60.9,1641146400000,0.0,0.0,,,1010.3,,51.1,70.09,,19.7,Overcast,,
339.0,57.8,57.8,9.9,15.9,2022-01-02T19:00:00-05:00,,,99.6,57.8,1641150000000,0.0,,,,1011.6,,45.0,62.35,,24.0,Overcast,,
342.0,53.1,53.1,9.9,18.9,2022-01-02T20:00:00-05:00,,,90.1,53.1,1641153600000,0.0,,,,1012.6,,39.2,59.01,,31.0,Overcast,,
350.0,50.0,50.0,9.9,18.1,2022-01-02T21:00:00-05:00,,,89.7,50.0,1641157200000,0.0,,,,1013.2,,36.2,58.82,,28.5,Overcast,,
350.0,48.8,48.8,9.9,13.8,2022-01-02T22:00:00-05:00,,,100.0,48.8,1641160800000,0.0,,,,1014.7,,35.2,59.11,,36.6,Overcast,43.4,
7.0,47.8,47.8,9.9,14.3,2022-01-02T23:00:00-05:00,,,100.0,47.8,1641164400000,0.0,,,,1015.8,,35.0,60.97,,,Overcast,42.0,
8.0,46.0,46.0,9.9,15.5,2022-01-03T00:00:00-05:00,,,100.0,46.0,1641168000000,0.0,,Light Rain,,1017.2,,34.0,62.65,,,Overcast,39.4,
341.0,44.0,44.0,9.9,13.6,2022-01-03T01:00:00-05:00,,,100.0,44.0,1641171600000,0.0,,Light Rain,,1016.8,,34.0,67.46,,,Overcast,37.4,
19.0,42.8,42.8,9.9,15.5,2022-01-03T02:00:00-05:00,,,96.4,42.8,1641175200000,0.02,,Light Rain,,1016.7,,35.1,74.07,,23.0,"Rain, Overcast",35.3,
21.0,39.6,39.6,7.1,11.1,2022-01-03T03:00:00-05:00,,,98.1,39.6,1641178800000,0.04,,"Ice, Light Rain",,1017.4,,34.1,80.26,,,"Rain, Overcast",32.7,
39.0,37.8,37.8,5.2,12.2,2022-01-03T04:00:00-05:00,,,92.8,37.8,1641182400000,0.08,,"Light Snow, Light Rain And Snow, Light Rain",,1017.8,,33.1,82.98,,,"Rain, Overcast",30.0,
29.0,34.4,34.4,2.6,13.6,2022-01-03T05:00:00-05:00,,,98.5,34.4,1641186000000,0.05,,Light Snow,,1017.5,,31.4,88.56,,,"Rain, Overcast",25.2,
29.0,33.9,33.9,1.6,17.8,2022-01-03T06:00:00-05:00,,,100.0,33.9,1641189600000,0.06,,"Mist, Light Snow",,1016.6,,30.8,88.08,,27.4,"Rain, Overcast",23.1,
20.0,33.9,33.9,1.5,13.8,2022-01-03T07:00:00-05:00,,,100.0,33.9,1641193200000,0.02,,"Mist, Light Snow",1.18,1017.6,,30.3,86.52,,32.5,"Rain, Overcast",24.5,
10.0,33.0,33.0,0.7,13.8,2022-01-03T08:00:00-05:00,0.0,,100.0,33.0,1641196800000,0.11,0.0,"Mist, Snow",,1018.3,,30.8,91.23,,28.0,"Rain, Overcast",23.4,
1.0,31.9,31.9,0.6,19.1,2022-01-03T09:00:00-05:00,0.0,,100.0,31.9,1641200400000,0.15,2.0,"Mist, Light Snow, Snow",1.18,1018.3,,29.9,92.24,,29.8,"Rain, Overcast",20.1,
11.0,31.9,31.9,0.0,17.8,2022-01-03T10:00:00-05:00,0.0,,100.0,31.9,1641204000000,0.12,2.0,"Heavy Snow, Mist, Fog, Snow",2.12,1017.9,,30.7,95.24,,30.4,"Rain, Overcast",20.5,
20.0,31.8,31.8,0.0,20.4,2022-01-03T11:00:00-05:00,0.0,,100.0,31.8,1641207600000,0.07,5.0,"Heavy Snow, Mist",4.18,1016.9,,30.6,95.28,,31.6,"Rain, Overcast",19.6,
351.0,29.8,29.8,0.1,17.9,2022-01-03T12:00:00-05:00,0.0,,100.0,29.8,1641211200000,0.07,8.0,"Heavy Snow, Mist, Light Snow, Fog, Snow",,1018.2,,29.6,99.15,,31.7,"Rain, Overcast",17.7,
350.0,28.9,28.9,2.0,20.5,2022-01-03T13:00:00-05:00,0.0,,100.0,28.9,1641214800000,0.1,6.0,"Mist, Light Snow, Fog",7.24,1015.0,,28.6,98.86,,34.9,"Rain, Overcast",15.8,
339.0,28.2,28.2,9.9,22.5,2022-01-03T14:00:00-05:00,0.0,,97.7,28.2,1641218400000,0.0,11.0,,,1017.8,,22.8,80.08,,32.9,Overcast,14.3,
339.0,29.0,29.0,9.7,16.8,2022-01-03T15:00:00-05:00,0.0,,86.7,29.0,1641222000000,0.0,6.0,,,1019.3,,20.8,71.16,,28.0,Overcast,17.0,
340.0,30.6,30.6,9.7,15.9,2022-01-03T16:00:00-05:00,0.0,,85.7,30.6,1641225600000,0.0,7.0,,,1020.7,,20.7,66.41,,24.2,Overcast,19.5,
339.0,29.7,29.7,9.9,11.3,2022-01-03T17:00:00-05:00,0.0,,48.2,29.7,1641229200000,0.0,5.0,,,1021.8,,19.9,66.41,,,Partially cloudy,20.2,
338.0,28.0,28.0,9.9,9.2,2022-01-03T18:00:00-05:00,0.0,,25.3,28.0,1641232800000,0.0,1.0,,,1022.8,,20.7,73.64,,,Partially cloudy,19.3,
330.0,29.7,29.7,9.8,13.3,2022-01-03T19:00:00-05:00,,,25.3,29.7,1641236400000,0.0,,,,1023.5,,19.0,64.02,,,Partially cloudy,19.3,
331.0,29.4,29.4,9.9,8.7,2022-01-03T20:00:00-05:00,,,24.4,29.4,1641240000000,0.0,,,,1024.6,,17.8,61.64,,,Clear,21.2,
331.0,27.6,27.6,9.9,5.7,2022-01-03T21:00:00-05:00,,,24.4,27.6,1641243600000,0.0,,,,1025.6,,17.7,66.06,,,Clear,21.3,
330.0,27.5,27.5,9.9,7.8,2022-01-03T22:00:00-05:00,,,24.4,27.5,1641247200000,0.0,,,,1026.5,,17.7,66.14,,,Clear,19.5,
329.0,26.1,26.1,9.9,9.4,2022-01-03T23:00:00-05:00,,,24.4,26.1,1641250800000,0.0,,,,1026.9,,17.5,69.58,,,Clear,16.8,
321.0,28.2,28.2,9.9,14.1,2022-01-04T00:00:00-05:00,,,0.0,28.2,1641254400000,0.0,,,,1027.5,,17.7,64.26,,19.7,Clear,17.1,
339.0,26.7,26.7,9.9,12.2,2022-01-04T01:00:00-05:00,,,0.0,26.7,1641258000000,0.0,,,7.24,1028.0,,17.0,66.54,,,Clear,16.0,
330.0,26.6,26.6,9.9,8.8,2022-01-04T02:00:00-05:00,,,0.0,26.6,1641261600000,0.0,,,,1029.1,,17.0,66.6,,,Clear,17.8,
322.0,25.9,25.9,9.9,6.2,2022-01-04T03:00:00-05:00,,,0.0,25.9,1641265200000,0.0,,,,1030.3,,15.8,65.16,,,Clear,18.9,
358.0,25.7,25.7,9.9,3.3,2022-01-04T04:00:00-05:00,,,0.0,25.7,1641268800000,0.0,,,,1030.4,,15.5,64.84,,,Clear,21.7,
341.0,25.5,25.5,9.9,3.0,2022-01-04T05:00:00-05:00,,,0.0,25.5,1641272400000,0.0,,,,1030.5,,16.3,67.67,,,Clear,,
56.0,25.7,25.7,9.9,5.2,2022-01-04T06:00:00-05:00,,,0.0,25.7,1641276000000,0.0,,,,1030.8,,15.7,65.27,,,Clear,19.5,
19.0,25.4,25.4,9.9,3.0,2022-01-04T07:00:00-05:00,,,0.0,25.4,1641279600000,0.0,,,7.15,1031.1,,14.5,62.88,,,Clear,,
65.0,25.3,25.3,9.9,5.4,2022-01-04T08:00:00-05:00,0.0,,24.4,25.3,1641283200000,0.0,10.0,,,1031.7,,16.9,70.0,,,Clear,18.8,
12.0,25.9,25.9,9.9,0.3,2022-01-04T09:00:00-05:00,0.0,,24.4,25.9,1641286800000,0.0,6.0,,,1032.0,,16.8,67.92,,,Clear,,
144.0,28.4,28.4,9.9,4.5,2022-01-04T10:00:00-05:00,0.0,,24.4,28.4,1641290400000,0.0,5.0,,,1032.6,,16.5,60.69,,,Clear,23.3,
0.0,33.7,33.7,9.9,0.0,2022-01-04T11:00:00-05:00,0.1,,24.4,33.7,1641294000000,0.0,19.0,,,1032.8,,17.0,50.02,,,Clear,,
8.0,31.7,31.7,9.9,0.1,2022-01-04T12:00:00-05:00,0.5,,24.4,31.7,1641297600000,0.0,138.0,,,1031.9,,17.0,54.05,,,Clear,,
209.0,31.9,31.9,9.9,3.0,2022-01-04T13:00:00-05:00,2.0,,44.6,31.9,1641301200000,0.0,565.0,,5.27,1030.9,,17.9,55.94,,,Partially cloudy,,
209.0,33.3,33.3,9.9,6.8,2022-01-04T14:00:00-05:00,1.7,,44.6,33.3,1641304800000,0.0,463.0,,,1030.1,,20.0,57.85,,,Partially cloudy,27.2,
211.0,34.0,34.0,9.9,8.9,2022-01-04T15:00:00-05:00,1.0,,44.6,34.0,1641308400000,0.0,286.0,,,1030.1,,20.9,58.37,,,Partially cloudy,26.8,
204.0,33.9,33.9,9.9,9.8,2022-01-04T16:00:00-05:00,0.1,,44.6,33.9,1641312000000,0.0,28.0,,,1030.0,,21.9,60.97,,,Partially cloudy,26.3,
198.0,33.7,33.7,9.9,8.9,2022-01-04T17:00:00-05:00,0.0,,79.3,33.7,1641315600000,0.0,12.0,,,1029.2,,22.9,64.14,,,Overcast,26.4,
148.0,32.4,32.4,9.9,6.7,2022-01-04T18:00:00-05:00,0.0,,44.6,32.4,1641319200000,0.0,12.0,,,1028.8,,23.9,70.48,,,Partially cloudy,26.2,
156.0,31.2,31.2,9.9,8.4,2022-01-04T19:00:00-05:00,,,24.4,31.2,1641322800000,0.0,,,4.18,1028.0,,23.9,74.03,,,Clear,23.6,
169.0,31.3,31.3,9.9,9.0,2022-01-04T20:00:00-05:00,,,0.0,31.3,1641326400000,0.0,,,,1027.7,,24.0,74.04,,,Clear,23.4,
139.0,30.1,30.1,9.9,6.8,2022-01-04T21:00:00-05:00,,,0.0,30.1,1641330000000,0.0,,,,1027.2,,23.8,77.13,,,Clear,23.4,
147.0,29.9,29.9,9.9,6.7,2022-01-04T22:00:00-05:00,,,0.0,29.9,1641333600000,0.0,,,,1026.8,,23.6,77.26,,,Clear,23.1,
149.0,28.8,28.8,9.9,6.4,2022-01-04T23:00:00-05:00,,,0.0,28.8,1641337200000,0.0,,,,1026.4,,23.4,80.01,,,Clear,22.1,
347.0,28.1,28.1,9.9,0.4,2022-01-05T00:00:00-05:00,,,0.0,28.1,1641340800000,0.0,,,,1025.2,,22.5,79.18,,,Clear,,
160.0,28.8,28.8,9.9,9.9,2022-01-05T01:00:00-05:00,,,46.6,28.8,1641344400000,0.0,,,4.09,1024.0,,25.1,85.72,,,Partially cloudy,19.8,
179.0,29.3,29.3,9.9,5.6,2022-01-05T02:00:00-05:00,,,31.8,29.3,1641348000000,0.0,,,,1023.4,,24.7,82.93,,,Partially cloudy,23.3,
203.0,28.7,28.7,9.9,6.7,2022-01-05T03:00:00-05:00,,,87.5,28.7,1641351600000,0.0,,,,1023.0,,24.1,82.54,,,Overcast,21.8,
192.0,29.5,29.5,9.9,4.9,2022-01-05T04:00:00-05:00,,,84.5,29.5,1641355200000,0.0,,,,1021.1,,24.8,82.42,,,Overcast,24.2,
193.0,31.6,31.6,9.9,9.8,2022-01-05T05:00:00-05:00,,,100.0,31.6,1641358800000,0.0,,,,1020.1,,25.9,79.31,,,Overcast,23.3,
195.0,31.8,31.8,9.9,9.8,2022-01-05T06:00:00-05:00,,,100.0,31.8,1641362400000,0.0,,,,1019.2,,26.0,79.09,,,Overcast,23.5,
189.0,33.0,33.0,9.9,10.1,2022-01-05T07:00:00-05:00,,,100.0,33.0,1641366000000,0.0,,,3.94,1018.0,,27.9,81.34,,,Overcast,24.9,
194.0,33.9,33.9,9.9,12.4,2022-01-05T08:00:00-05:00,0.0,,100.0,33.9,1641369600000,0.0,12.0,,,1017.4,,27.0,75.53,,,Overcast,25.0,
198.0,34.9,34.9,9.9,12.6,2022-01-05T09:00:00-05:00,0.1,,96.4,34.9,1641373200000,0.0,40.0,,,1016.6,,27.0,72.62,,,Overcast,26.2,
200.0,35.9,35.9,9.9,11.3,2022-01-05T10:00:00-05:00,0.3,,96.4,35.9,1641376800000,0.0,76.0,,,1015.7,,28.1,72.92,,,Overcast,28.0,
191.0,37.1,37.1,9.9,13.6,2022-01-05T11:00:00-05:00,0.4,,91.1,37.1,1641380400000,0.0,113.0,,,1014.4,,28.1,69.55,,,Overcast,28.7,
190.0,38.1,38.1,9.9,13.6,2022-01-05T12:00:00-05:00,0.4,,97.4,38.1,1641384000000,0.0,118.0,,,1012.5,,28.4,67.7,,,Overcast,29.9,
200.0,39.8,39.8,9.9,10.5,2022-01-05T13:00:00-05:00,0.3,,78.0,39.8,1641387600000,0.0,77.0,,3.15,1011.1,,30.0,67.92,,,Overcast,33.1,
211.0,39.8,39.8,9.9,6.2,2022-01-05T14:00:00-05:00,0.3,,92.8,39.8,1641391200000,0.0,92.0,,,1010.2,,31.9,73.21,,,Overcast,35.4,
199.0,39.8,39.8,9.9,8.3,2022-01-05T15:00:00-05:00,0.2,,92.8,39.8,1641394800000,0.0,57.0,,,1009.7,,30.9,70.26,,,Overcast,34.2,
191.0,39.7,39.7,9.9,9.0,2022-01-05T16:00:00-05:00,0.1,,79.3,39.7,1641398400000,0.0,35.0,,,1009.2,,32.0,73.71,,,Overcast,33.8,
199.0,40.8,40.8,9.9,9.1,2022-01-05T17:00:00-05:00,0.1,,81.1,40.8,1641402000000,0.0,15.0,,,1008.7,,33.1,73.92,,,Overcast,35.0,
204.0,40.7,40.7,9.9,7.9,2022-01-05T18:00:00-05:00,0.0,,89.7,40.7,1641405600000,0.0,1.0,,,1008.4,,33.2,74.3,,,Overcast,35.5,
202.0,39.8,39.8,9.9,8.2,2022-01-05T19:00:00-05:00,,,89.7,39.8,1641409200000,0.0,,,2.06,1008.3,,33.1,77.03,,,Overcast,34.2,
213.0,39.7,39.7,9.9,5.2,2022-01-05T20:00:00-05:00,,,79.3,39.7,1641412800000,0.0,,,,1008.3,,33.1,77.07,,,Overcast,36.0,
223.0,39.7,39.7,9.9,3.8,2022-01-05T21:00:00-05:00,,,89.1,39.7,1641416400000,0.0,,,,1008.3,,33.1,76.96,,,Overcast,37.2,
196.0,38.9,38.9,9.9,8.0,2022-01-05T22:00:00-05:00,,,89.1,38.9,1641420000000,0.0,,,,1007.9,,33.1,79.46,,,Overcast,33.2,
196.0,39.6,39.6,9.9,7.0,2022-01-05T23:00:00-05:00,,,89.1,39.6,1641423600000,0.0,,,,1008.1,,33.1,77.21,,,Overcast,34.7,
215.0,39.6,39.6,9.9,8.0,2022-01-06T00:00:00-05:00,,,89.1,39.6,1641427200000,0.0,,,,1008.1,,33.0,76.98,,,Overcast,34.1,
215.0,39.6,39.6,9.9,5.8,2022-01-06T01:00:00-05:00,,,89.1,39.6,1641430800000,0.0,,,1.97,1008.1,,32.0,73.9,,,Overcast,35.5,
345.0,40.6,40.6,9.9,0.5,2022-01-06T02:00:00-05:00,0.1,,89.1,40.6,1641434400000,0.0,14.0,,,1009.3,,32.0,71.29,,,Overcast,,
342.0,37.9,37.9,9.9,0.5,2022-01-06T03:00:00-05:00,,,89.1,37.9,1641438000000,0.0,,,,1010.2,,30.9,75.9,,,Overcast,,
270.0,37.8,37.8,9.9,4.6,2022-01-06T04:00:00-05:00,,,89.1,37.8,1641441600000,0.0,,,,1010.4,,31.6,78.19,,,Overcast,34.2,
261.0,41.1,41.1,9.9,7.5,2022-01-06T05:00:00-05:00,,,89.1,41.1,1641445200000,0.0,,,,1011.0,,28.2,59.92,,,Overcast,36.1,
200.0,36.9,36.9,9.9,3.0,2022-01-06T06:00:00-05:00,,,79.3,36.9,1641448800000,0.0,,,,1012.3,,29.6,74.49,,,Overcast,,
0.0,38.6,38.6,9.8,0.0,2022-01-06T07:00:00-05:00,,,79.3,38.6,1641452400000,0.0,,,1.97,1013.1,,27.6,64.51,,,Overcast,,
360.0,38.9,38.9,9.9,4.7,2022-01-06T08:00:00-05:00,0.1,,88.9,38.9,1641456000000,0.0,22.0,,,1014.6,,25.1,57.2,,,Overcast,35.5,
331.0,41.5,41.5,9.9,8.8,2022-01-06T09:00:00-05:00,0.3,,79.3,41.5,1641459600000,0.0,75.0,,,1015.5,,19.6,41.21,,19.7,Overcast,36.0,
348.0,42.1,42.1,9.9,8.8,2022-01-06T10:00:00-05:00,0.4,,79.3,42.1,1641463200000,0.0,104.0,,,1016.2,,21.0,42.55,,,Overcast,36.8,
359.0,41.1,41.1,9.9,11.2,2022-01-06T11:00:00-05:00,0.5,,91.1,41.1,1641466800000,0.0,136.0,,,1016.5,,20.8,43.94,,,Overcast,34.5,
351.0,42.0,42.0,9.9,6.4,2022-01-06T12:00:00-05:00,1.2,,89.1,42.0,1641470400000,0.0,343.0,,,1015.7,,18.3,38.18,,,Overcast,37.8,
352.0,42.8,42.8,9.9,8.0,2022-01-06T13:00:00-05:00,1.4,,89.1,42.8,1641474000000,0.0,383.0,,1.18,1014.6,,17.5,35.7,,,Overcast,38.0,
353.0,42.9,42.9,9.9,8.8,2022-01-06T14:00:00-05:00,0.9,,92.1,42.9,1641477600000,0.0,240.0,,,1013.8,,19.2,38.35,,,Overcast,37.7,
352.0,42.0,42.0,9.9,6.7,2022-01-06T15:00:00-05:00,0.4,,94.7,42.0,1641481200000,0.0,111.0,,,1013.7,,19.2,39.68,,,Overcast,37.7,
57.0,40.8,40.8,9.9,7.4,2022-01-06T16:00:00-05:00,0.1,,45.4,40.8,1641484800000,0.0,34.0,,,1014.4,,21.8,46.32,,,Partially cloudy,35.8,
48.0,39.6,39.6,9.9,8.6,2022-01-06T17:00:00-05:00,0.0,,92.1,39.6,1641488400000,0.0,8.0,,,1014.3,,21.7,48.33,,,Overcast,33.8,
60.0,39.6,39.6,9.9,7.4,2022-01-06T18:00:00-05:00,0.0,,91.1,39.6,1641492000000,0.0,0.0,,,1014.5,,20.9,46.92,,,Overcast,34.4,
51.0,38.6,38.6,9.9,7.4,2022-01-06T19:00:00-05:00,,,94.6,38.6,1641495600000,0.0,,,1.18,1013.8,,21.0,48.72,,,Overcast,33.3,
60.0,38.7,38.7,9.9,8.8,2022-01-06T20:00:00-05:00,,,96.0,38.7,1641499200000,0.0,,,,1012.1,,21.7,50.19,,,Overcast,32.6,
50.0,37.8,37.8,9.9,12.9,2022-01-06T21:00:00-05:00,,,99.6,37.8,1641502800000,0.0,,,,1011.1,,21.8,52.01,,,Overcast,29.7,
59.0,37.0,37.0,9.9,10.9,2022-01-06T22:00:00-05:00,,,98.8,37.0,1641506400000,0.0,,,,1010.6,,22.9,56.39,,,Overcast,29.5,
39.0,36.9,36.9,9.9,10.0,2022-01-06T23:00:00-05:00,,,100.0,36.9,1641510000000,0.0,,,,1010.4,,24.0,59.18,,,Overcast,29.8,
40.0,35.8,35.8,9.9,15.2,2022-01-07T00:00:00-05:00,,,100.0,35.8,1641513600000,0.0,,Light Snow,,1008.9,,21.1,54.68,,,Overcast,26.4,
12.0,33.5,33.5,3.3,11.5,2022-01-07T01:00:00-05:00,,,100.0,33.5,1641517200000,0.01,,Light Snow,1.18,1008.8,,23.0,65.05,,,"Rain, Overcast",24.9,
324.0,30.7,30.7,0.1,8.5,2022-01-07T02:00:00-05:00,,,100.0,30.7,1641520800000,0.01,,"Mist, Light Snow, Fog, Snow",1.18,1010.4,,28.0,89.49,,,"Rain, Overcast",23.0,
339.0,31.8,31.8,0.8,10.3,2022-01-07T03:00:00-05:00,,,100.0,31.8,1641524400000,0.08,,"Mist, Light Snow, Fog, Snow",1.97,1010.5,,29.0,89.01,,,"Rain, Overcast",23.4,
345.0,31.8,31.8,2.7,13.2,2022-01-07T04:00:00-05:00,,,99.6,31.8,1641528000000,0.01,,"Mist, Light Snow",3.15,1011.1,,28.5,87.33,,,"Rain, Overcast",22.1,
