wdir,temp,maxt,visibility,wspd,datetimeStr,solarenergy,heatindex,cloudcover,mint,datetime,precip,solarradiation,weathertype,snowdepth,sealevelpressure,snow,dew,humidity,precipcover,wgust,conditions,windchill,info
147.0,52.3,52.3,9.9,7.8,2022-04-20T22:00:00-04:00,,,44.6,52.3,1650492000000,0.0,,,,1031.0,,33.3,48.13,,,Partially cloudy,,
157.0,51.5,51.5,9.9,7.8,2022-04-20T23:00:00-04:00,,,81.1,51.5,1650495600000,0.0,,,,1031.1,,35.1,53.36,,,Overcast,,
192.0,54.6,54.6,9.9,5.6,2022-05-01T00:00:00-04:00,,,93.2,54.6,1651363200000,0.0,,,,1019.8,,37.2,51.81,,,Overcast,,
204.0,55.3,55.3,8.3,5.4,2022-05-01T01:00:00-04:00,,,98.7,55.3,1651366800000,0.0,,,,1020.0,,39.0,53.95,,,Overcast,,
209.0,55.4,55.4,7.2,5.2,2022-05-01T02:00:00-04:00,,,92.3,55.4,1651370400000,0.0,,,,1019.8,,40.9,58.11,,,Overcast,,
200.0,55.3,55.3,9.9,4.2,2022-05-01T03:00:00-04:00,,,92.9,55.3,1651374000000,0.0,,,,1019.1,,42.2,61.3,,,Overcast,,
158.0,54.6,54.6,9.9,4.5,2022-05-01T04:00:00-04:00,,,94.7,54.6,1651377600000,0.0,,,,1018.9,,42.2,62.92,,,Overcast,,
202.0,53.4,53.4,9.9,7.5,2022-05-01T05:00:00-04:00,,,82.3,53.4,1651381200000,0.0,,,,1019.0,,44.0,70.51,,,Overcast,,
211.0,53.5,53.5,9.9,5.6,2022-05-01T06:00:00-04:00,,,90.1,53.5,1651384800000,0.0,,,,1019.4,,45.0,72.82,,,Overcast,,
169.0,54.8,54.8,9.9,5.2,2022-05-01T07:00:00-04:00,0.1,,90.1,54.8,1651388400000,0.0,18.0,,,1019.5,,47.0,75.11,,,Overcast,,
160.0,55.9,55.9,9.9,3.0,2022-05-01T08:00:00-04:00,0.2,,100.0,55.9,1651392000000,0.0,46.0,,,1019.6,,47.1,72.45,,,Overcast,,
176.0,57.8,57.8,9.9,6.8,2022-05-01T09:00:00-04:00,0.2,,100.0,57.8,1651395600000,0.0,46.0,,,1019.6,,47.1,67.63,,,Overcast,,
177.0,58.9,58.9,9.9,5.8,2022-05-01T10:00:00-04:00,0.3,,100.0,58.9,1651399200000,0.0,86.0,,,1019.8,,48.0,67.08,,,Overcast,,
173.0,60.9,60.9,9.9,4.9,2022-05-01T11:00:00-04:00,0.4,,99.2,60.9,1651402800000,0.0,99.0,,,1019.9,,48.9,64.69,,,Overcast,,
147.0,64.0,64.0,9.9,7.0,2022-05-01T12:00:00-04:00,0.5,,98.8,64.0,1651406400000,0.0,143.0,,,1019.5,,48.1,56.3,,,Overcast,,
149.0,65.1,65.1,9.9,8.5,2022-05-01T13:00:00-04:00,0.6,,100.0,65.1,1651410000000,0.0,165.0,,,1018.7,,48.0,53.89,,,Overcast,,
0.0,65.9,65.9,9.9,0.0,2022-05-01T14:00:00-04:00,0.0,,99.2,65.9,1651413600000,0.0,9.0,Light Rain,,1019.0,,48.1,52.53,,,Overcast,,
116.0,60.9,60.9,3.8,7.6,2022-05-01T15:00:00-04:00,0.1,,100.0,60.9,1651417200000,0.08,40.0,"Rain, Heavy Rain, Light Rain",,1018.3,,54.2,78.32,,,"Rain, Overcast",,
69.0,60.6,60.6,9.9,8.8,2022-05-01T16:00:00-04:00,0.2,,93.3,60.6,1651420800000,0.05,48.0,Light Drizzle,,1017.8,,53.9,78.48,,,"Rain, Overcast",,
98.0,58.8,58.8,9.9,6.7,2022-05-01T17:00:00-04:00,0.3,,92.1,58.8,1651424400000,0.0,95.0,,,1017.2,,52.2,78.75,,,Overcast,,
91.0,60.7,60.7,9.9,5.9,2022-05-01T18:00:00-04:00,0.1,,93.7,60.7,1651428000000,0.0,19.0,,,1016.7,,52.1,73.2,,,Overcast,,
56.0,60.7,60.7,9.9,3.2,2022-05-01T19:00:00-04:00,0.2,,90.1,60.7,1651431600000,0.0,48.0,,,1016.5,,50.3,68.58,,,Overcast,,
50.0,58.8,58.8,9.9,7.6,2022-05-01T20:00:00-04:00,0.1,,92.9,58.8,1651435200000,0.0,16.0,,,1016.9,,52.2,78.89,,,Overcast,,
49.0,57.5,57.5,9.9,6.5,2022-05-01T21:00:00-04:00,,,91.1,57.5,1651438800000,0.0,,,,1016.8,,52.2,82.42,,,Overcast,,
51.0,56.7,56.7,9.9,8.7,2022-05-01T22:00:00-04:00,,,92.9,56.7,1651442400000,0.0,,,,1016.8,,51.4,82.29,,,Overcast,,
51.0,56.7,56.7,9.9,4.4,2022-05-01T23:00:00-04:00,,,99.2,56.7,1651446000000,0.0,,,,1016.6,,51.4,82.22,,,Overcast,,
47.0,56.6,56.6,9.9,4.2,2022-05-02T00:00:00-04:00,,,96.0,56.6,1651449600000,0.0,,,,1016.1,,51.4,82.56,,,Overcast,,
37.0,56.5,56.5,9.9,4.5,2022-05-02T01:00:00-04:00,,,92.7,56.5,1651453200000,0.0,,,,1015.9,,51.2,82.37,,,Overcast,,
56.0,56.5,56.5,9.9,4.3,2022-05-02T02:00:00-04:00,,,90.7,56.5,1651456800000,0.0,,,,1015.1,,50.6,80.63,,,Overcast,,
28.0,56.3,56.3,9.8,3.0,2022-05-02T03:00:00-04:00,,,90.1,56.3,1651460400000,0.0,,Mist,,1015.0,,51.1,82.73,,,Overcast,,
19.0,56.6,56.6,9.9,5.2,2022-05-02T04:00:00-04:00,,,100.0,56.6,1651464000000,0.0,,,,1015.5,,50.3,79.25,,,Overcast,,
75.0,55.7,55.7,9.9,4.2,2022-05-02T05:00:00-04:00,,,100.0,55.7,1651467600000,0.0,,,,1015.3,,50.3,81.94,,,Overcast,,
22.0,55.5,55.5,9.8,0.2,2022-05-02T06:00:00-04:00,,,24.4,55.5,1651471200000,0.0,,Mist,,1014.9,,50.1,81.96,,,Clear,,
18.0,54.6,54.6,9.9,4.6,2022-05-02T07:00:00-04:00,0.1,,24.4,54.6,1651474800000,0.0,14.0,,,1015.4,,50.0,84.38,,,Clear,,
352.0,58.7,58.7,9.9,6.7,2022-05-02T08:00:00-04:00,0.2,,44.6,58.7,1651478400000,0.0,56.0,,,1016.2,,50.3,73.57,,,Partially cloudy,,
75.0,61.0,61.0,9.9,3.0,2022-05-02T09:00:00-04:00,0.5,,79.3,61.0,1651482000000,0.0,137.0,,,1016.5,,52.2,72.97,,,Overcast,,
65.0,62.2,62.2,9.9,3.2,2022-05-02T10:00:00-04:00,0.4,,81.3,62.2,1651485600000,0.0,99.0,,,1017.2,,52.4,70.24,,,Overcast,,
62.0,66.9,66.9,9.9,3.2,2022-05-02T11:00:00-04:00,0.3,,44.6,66.9,1651489200000,0.0,74.0,,,1017.3,,55.2,66.23,,,Partially cloudy,,
33.0,71.8,71.8,9.9,6.1,2022-05-02T12:00:00-04:00,0.4,,26.4,71.8,1651492800000,0.0,98.0,,,1017.0,,55.9,57.36,,,Partially cloudy,,
346.0,75.6,75.6,9.9,11.0,2022-05-02T13:00:00-04:00,3.4,,26.4,75.6,1651496400000,0.0,953.0,,,1016.5,,49.0,39.16,,,Partially cloudy,,
28.0,76.9,76.9,9.9,6.3,2022-05-02T14:00:00-04:00,0.4,,47.9,76.9,1651500000000,0.0,104.0,,,1016.1,,48.2,36.33,,,Partially cloudy,,
267.0,76.0,76.0,9.9,4.9,2022-05-02T15:00:00-04:00,0.5,,44.6,76.0,1651503600000,0.0,127.0,,,1015.8,,48.0,37.22,,,Partially cloudy,,
158.0,77.1,77.1,9.9,6.9,2022-05-02T16:00:00-04:00,0.3,,24.4,77.1,1651507200000,0.0,86.0,,,1015.0,,50.9,39.94,,,Clear,,
155.0,78.2,78.2,9.9,4.4,2022-05-02T17:00:00-04:00,0.1,,24.4,78.2,1651510800000,0.0,39.0,,,1014.6,,48.8,35.57,,,Clear,,
180.0,79.0,79.0,9.9,3.4,2022-05-02T18:00:00-04:00,0.2,,25.4,79.0,1651514400000,0.0,56.0,,,1014.6,,49.9,36.08,,,Partially cloudy,,
85.0,77.0,77.0,9.9,3.0,2022-05-02T19:00:00-04:00,0.1,,24.4,77.0,1651518000000,0.0,30.0,,,1014.7,,51.0,40.13,,,Clear,,
63.0,75.2,75.2,9.9,5.7,2022-05-02T20:00:00-04:00,0.1,,24.4,75.2,1651521600000,0.0,15.0,,,1015.2,,50.5,41.92,,,Clear,,
118.0,70.4,70.4,9.9,7.5,2022-05-02T21:00:00-04:00,,,0.0,70.4,1651525200000,0.0,,,,1016.3,,52.3,52.59,,,Clear,,
15.0,69.4,69.4,9.9,0.2,2022-05-02T22:00:00-04:00,,,0.0,69.4,1651528800000,0.0,,,,1016.8,,50.4,50.75,,,Clear,,
200.0,67.2,67.2,9.9,5.2,2022-05-02T23:00:00-04:00,,,0.0,67.2,1651532400000,0.0,,,,1017.0,,49.3,52.75,,,Clear,,
19.0,64.1,64.1,9.9,3.0,2022-05-03T00:00:00-04:00,,,0.0,64.1,1651536000000,0.0,,,,1016.9,,55.0,72.14,,,Clear,,
8.0,61.6,61.6,9.9,6.4,2022-05-03T01:00:00-04:00,,,0.0,61.6,1651539600000,0.0,,,,1017.3,,54.8,78.35,,,Clear,,
20.0,60.6,60.6,9.9,6.8,2022-05-03T02:00:00-04:00,,,0.0,60.6,1651543200000,0.0,,,,1017.5,,54.8,81.24,,,Clear,,
30.0,61.4,61.4,9.9,7.8,2022-05-03T03:00:00-04:00,,,0.0,61.4,1651546800000,0.0,,,,1017.0,,51.2,69.25,,,Clear,,
22.0,60.7,60.7,9.9,7.8,2022-05-03T04:00:00-04:00,,,0.0,60.7,1651550400000,0.0,,,,1017.2,,51.3,70.92,,,Clear,,
32.0,58.8,58.8,9.9,9.9,2022-05-03T05:00:00-04:00,,,6.5,58.8,1651554000000,0.0,,,,1017.6,,52.3,78.81,,,Clear,,
51.0,58.7,58.7,5.9,11.9,2022-05-03T06:00:00-04:00,,,96.4,58.7,1651557600000,0.0,,Mist,,1018.2,,55.1,87.78,,,Overcast,,
70.0,58.8,58.8,1.4,8.8,2022-05-03T07:00:00-04:00,0.0,,100.0,58.8,1651561200000,0.0,7.0,"Mist, Light Drizzle",,1018.7,,56.0,90.65,,,Overcast,,
62.0,57.6,57.6,1.3,9.8,2022-05-03T08:00:00-04:00,0.1,,100.0,57.6,1651564800000,0.0,19.0,Mist,,1019.4,,55.1,91.35,,,Overcast,,
69.0,57.7,57.7,2.6,9.8,2022-05-03T09:00:00-04:00,0.2,,100.0,57.7,1651568400000,0.0,48.0,Mist,,1019.9,,55.2,91.41,,,Overcast,,
90.0,58.7,58.7,5.2,8.8,2022-05-03T10:00:00-04:00,0.1,,100.0,58.7,1651572000000,0.0,32.0,"Mist, Smoke Or Haze",,1020.5,,54.2,84.71,,,Overcast,,
90.0,60.0,60.0,4.3,10.0,2022-05-03T11:00:00-04:00,0.3,,100.0,60.0,1651575600000,0.0,93.0,Smoke Or Haze,,1020.4,,54.2,81.36,,,Overcast,,
117.0,61.0,61.0,5.5,5.9,2022-05-03T12:00:00-04:00,0.6,,100.0,61.0,1651579200000,0.0,155.0,Smoke Or Haze,,1020.2,,54.1,78.01,,,Overcast,,
91.0,64.1,64.1,7.2,8.7,2022-05-03T13:00:00-04:00,0.6,,99.2,64.1,1651582800000,0.0,172.0,,,1019.7,,55.2,72.8,,,Overcast,,
251.0,66.8,66.8,8.8,3.6,2022-05-03T14:00:00-04:00,1.0,,99.2,66.8,1651586400000,0.0,273.0,,,1019.4,,55.3,66.53,,,Overcast,,
133.0,70.8,70.8,9.9,3.8,2022-05-03T15:00:00-04:00,0.6,,84.9,70.8,1651590000000,0.0,176.0,,,1018.4,,57.0,61.56,,17.2,Overcast,,
155.0,72.8,72.8,9.9,6.9,2022-05-03T16:00:00-04:00,0.5,,35.9,72.8,1651593600000,0.0,125.0,,,1017.6,,57.9,59.39,,,Partially cloudy,,
112.0,73.8,73.8,9.9,10.3,2022-05-03T17:00:00-04:00,1.4,,79.3,73.8,1651597200000,0.0,376.0,,,1016.5,,57.0,55.88,,,Overcast,,
122.0,72.8,72.8,9.9,13.4,2022-05-03T18:00:00-04:00,0.3,,44.6,72.8,1651600800000,0.0,70.0,,,1016.1,,56.2,55.94,,,Partially cloudy,,
131.0,71.6,71.6,9.9,13.2,2022-05-03T19:00:00-04:00,0.1,,80.3,71.6,1651604400000,0.0,26.0,,,1015.8,,56.1,58.3,,,Overcast,,
120.0,68.7,68.7,9.9,12.1,2022-05-03T20:00:00-04:00,0.0,,79.3,68.7,1651608000000,0.0,11.0,,,1015.4,,56.1,64.37,,,Overcast,,
111.0,65.6,65.6,9.9,11.2,2022-05-03T21:00:00-04:00,,,81.3,65.6,1651611600000,0.0,,,,1015.5,,56.1,71.48,,,Overcast,,
140.0,63.8,63.8,9.9,8.1,2022-05-03T22:00:00-04:00,,,100.0,63.8,1651615200000,0.0,,,,1016.1,,55.1,73.44,,,Overcast,,
139.0,60.9,60.9,9.9,14.6,2022-05-03T23:00:00-04:00,,,100.0,60.9,1651618800000,0.0,,,,1016.1,,56.0,83.9,,25.3,Overcast,,
130.0,58.8,58.8,8.8,6.9,2022-05-04T00:00:00-04:00,,,100.0,58.8,1651622400000,0.0,,,,1016.6,,55.3,88.05,,,Overcast,,
99.0,58.3,58.3,2.0,14.8,2022-05-04T01:00:00-04:00,,,100.0,58.3,1651626000000,0.24,,"Mist, Thunderstorm, Rain, Heavy Rain",,1016.5,,55.5,90.55,,,"Rain, Overcast",,
21.0,56.8,56.8,5.2,0.7,2022-05-04T02:00:00-04:00,,,100.0,56.8,1651629600000,0.26,,"Mist, Thunderstorm, Light Rain",,1015.9,,54.0,90.55,,,"Rain, Overcast",,
106.0,57.6,57.6,6.5,4.4,2022-05-04T03:00:00-04:00,,,99.8,57.6,1651633200000,0.27,,"Mist, Rain, Thunderstorm, Heavy Rain, Light Rain",,1015.9,,55.1,91.43,,,"Rain, Overcast",,
140.0,56.7,56.7,9.9,6.3,2022-05-04T04:00:00-04:00,,,97.3,56.7,1651636800000,0.05,,Light Rain,,1014.3,,54.0,90.6,,,"Rain, Overcast",,
75.0,57.6,57.6,9.9,1.4,2022-05-04T05:00:00-04:00,,,99.3,57.6,1651640400000,0.0,,,,1015.0,,54.0,87.91,,,Overcast,,
85.0,57.5,57.5,9.9,5.2,2022-05-04T06:00:00-04:00,,,90.1,57.5,1651644000000,0.0,,,,1014.9,,54.0,88.08,,,Overcast,,
122.0,57.6,57.6,9.3,3.0,2022-05-04T07:00:00-04:00,0.0,,100.0,57.6,1651647600000,0.01,11.0,Mist,,1014.7,,54.1,87.93,,,"Rain, Overcast",,
199.0,58.8,58.8,9.5,3.3,2022-05-04T08:00:00-04:00,0.1,,100.0,58.8,1651651200000,0.0,33.0,Mist,,1015.2,,56.1,90.72,,,Overcast,,
185.0,60.0,60.0,9.4,6.5,2022-05-04T09:00:00-04:00,0.1,,100.0,60.0,1651654800000,0.0,33.0,Mist,,1015.0,,56.2,87.31,,,Overcast,,
190.0,61.0,61.0,6.6,5.7,2022-05-04T10:00:00-04:00,0.2,,100.0,61.0,1651658400000,0.0,53.0,Mist,,1014.8,,57.2,87.35,,,Overcast,,
194.0,62.1,62.1,7.1,5.6,2022-05-04T11:00:00-04:00,0.2,,100.0,62.1,1651662000000,0.0,58.0,,,1014.9,,58.0,86.48,,,Overcast,,
141.0,64.0,64.0,8.3,4.3,2022-05-04T12:00:00-04:00,0.4,,100.0,64.0,1651665600000,0.0,114.0,,,1014.6,,59.1,84.06,,,Overcast,,
151.0,65.0,65.0,8.3,3.0,2022-05-04T13:00:00-04:00,0.4,,100.0,65.0,1651669200000,0.0,111.0,,,1014.3,,59.2,81.47,,,Overcast,,
141.0,66.9,66.9,8.3,3.0,2022-05-04T14:00:00-04:00,0.8,,100.0,66.9,1651672800000,0.0,232.0,,,1014.1,,61.1,81.56,,,Overcast,,
39.0,69.3,69.3,7.1,3.5,2022-05-04T15:00:00-04:00,0.7,,99.0,69.3,1651676400000,0.0,186.0,,,1014.0,,61.2,75.29,,,Overcast,,
0.0,71.0,71.0,8.8,0.0,2022-05-04T16:00:00-04:00,0.4,,82.5,71.0,1651680000000,0.0,118.0,,,1013.4,,62.1,73.47,,,Overcast,,
171.0,71.9,71.9,9.9,4.3,2022-05-04T17:00:00-04:00,1.4,,86.7,71.9,1651683600000,0.0,399.0,,,1013.2,,62.2,71.51,,,Overcast,,
160.0,73.1,73.1,9.9,3.0,2022-05-04T18:00:00-04:00,0.3,,80.3,73.1,1651687200000,0.0,70.0,,,1013.1,,62.3,68.83,,,Overcast,,
161.0,72.8,72.8,9.9,6.0,2022-05-04T19:00:00-04:00,0.1,,81.3,72.8,1651690800000,0.0,35.0,,,1013.4,,63.0,71.41,,,Overcast,,
56.0,69.8,69.8,9.9,6.2,2022-05-04T20:00:00-04:00,0.1,,86.1,69.8,1651694400000,0.0,19.0,,,1014.0,,62.2,76.73,,,Overcast,,
20.0,67.6,67.6,9.9,3.4,2022-05-04T21:00:00-04:00,,,83.9,67.6,1651698000000,0.0,,,,1015.0,,60.4,77.7,,,Overcast,,
341.0,67.7,67.7,9.9,10.7,2022-05-04T22:00:00-04:00,,,47.8,67.7,1651701600000,0.0,,,,1016.2,,52.8,58.96,,20.8,Partially cloudy,,
339.0,67.6,67.6,9.9,8.7,2022-05-04T23:00:00-04:00,,,89.3,67.6,1651705200000,0.0,,,,1017.1,,52.7,58.72,,,Overcast,,
331.0,65.8,65.8,9.9,6.8,2022-05-05T00:00:00-04:00,,,51.4,65.8,1651708800000,0.0,,,,1017.3,,52.3,61.73,,,Partially cloudy,,
330.0,64.9,64.9,9.9,11.3,2022-05-05T01:00:00-04:00,,,54.6,64.9,1651712400000,0.0,,,,1017.5,,52.2,63.29,,,Partially cloudy,,
342.0,61.8,61.8,9.9,8.8,2022-05-05T02:00:00-04:00,,,79.3,61.8,1651716000000,0.0,,,,1017.6,,52.2,70.63,,,Overcast,,
341.0,60.8,60.8,9.9,7.0,2022-05-05T03:00:00-04:00,,,81.3,60.8,1651719600000,0.0,,,,1017.5,,52.1,73.1,,,Overcast,,
350.0,58.7,58.7,9.9,6.9,2022-05-05T04:00:00-04:00,,,79.3,58.7,1651723200000,0.0,,,,1018.2,,52.1,78.64,,,Overcast,,
11.0,59.6,59.6,9.9,12.8,2022-05-05T05:00:00-04:00,,,89.7,59.6,1651726800000,0.0,,,,1017.9,,51.3,73.89,,,Overcast,,
9.0,58.5,58.5,9.9,11.9,2022-05-05T06:00:00-04:00,0.0,,87.5,58.5,1651730400000,0.0,7.0,,,1018.1,,49.2,71.11,,,Overcast,,
352.0,58.7,58.7,9.9,6.8,2022-05-05T07:00:00-04:00,0.1,,45.6,58.7,1651734000000,0.0,21.0,,,1018.6,,49.0,70.24,,,Partially cloudy,,
360.0,61.8,61.8,9.9,9.1,2022-05-05T08:00:00-04:00,0.2,,24.4,61.8,1651737600000,0.0,67.0,,,1019.4,,50.1,65.32,,,Clear,,
11.0,62.9,62.9,9.9,12.5,2022-05-05T09:00:00-04:00,0.3,,85.7,62.9,1651741200000,0.0,84.0,,,1020.4,,50.1,63.04,,,Overcast,,
49.0,64.0,64.0,9.9,12.3,2022-05-05T10:00:00-04:00,0.4,,86.1,64.0,1651744800000,0.0,113.0,,,1020.1,,50.2,60.75,,,Overcast,,
32.0,64.0,64.0,9.9,11.0,2022-05-05T11:00:00-04:00,0.5,,100.0,64.0,1651748400000,0.0,127.0,,,1020.3,,50.1,60.72,,,Overcast,,
55.0,62.8,62.8,9.9,8.8,2022-05-05T12:00:00-04:00,0.3,,100.0,62.8,1651752000000,0.0,93.0,,,1020.4,,51.2,65.68,,,Overcast,,
94.0,62.8,62.8,9.9,4.4,2022-05-05T13:00:00-04:00,0.3,,99.2,62.8,1651755600000,0.0,88.0,,,1020.4,,52.0,67.63,,,Overcast,,
0.0,64.1,64.1,9.9,0.0,2022-05-05T14:00:00-04:00,0.8,,99.2,64.1,1651759200000,0.0,209.0,,,1019.8,,51.3,63.19,,,Overcast,,
0.0,66.6,66.6,9.9,0.0,2022-05-05T15:00:00-04:00,0.5,,96.4,66.6,1651762800000,0.0,144.0,,,1018.8,,51.4,58.03,,,Overcast,,
24.0,65.9,65.9,9.9,0.4,2022-05-05T16:00:00-04:00,0.3,,99.2,65.9,1651766400000,0.0,93.0,,,1017.9,,51.4,59.61,,,Overcast,,
9.0,65.8,65.8,9.9,0.1,2022-05-05T17:00:00-04:00,0.1,,99.2,65.8,1651770000000,0.0,25.0,,,1018.0,,52.2,61.56,,,Overcast,,
166.0,65.7,65.7,9.9,3.6,2022-05-05T18:00:00-04:00,0.1,,100.0,65.7,1651773600000,0.0,19.0,,,1017.9,,53.2,63.93,,,Overcast,,
121.0,65.7,65.7,9.9,6.8,2022-05-05T19:00:00-04:00,0.1,,100.0,65.7,1651777200000,0.0,14.0,,,1017.4,,53.1,63.76,,,Overcast,,
119.0,63.7,63.7,9.9,9.5,2022-05-05T20:00:00-04:00,0.0,,96.4,63.7,1651780800000,0.0,10.0,,,1017.4,,54.0,70.59,,,Overcast,,
157.0,60.8,60.8,9.9,6.6,2022-05-05T21:00:00-04:00,,,94.7,60.8,1651784400000,0.0,,,,1017.4,,53.1,75.92,,,Overcast,,
128.0,60.6,60.6,9.9,4.4,2022-05-05T22:00:00-04:00,,,82.5,60.6,1651788000000,0.0,,,,1017.9,,54.0,78.9,,,Overcast,,
141.0,60.5,60.5,9.9,4.2,2022-05-05T23:00:00-04:00,,,92.9,60.5,1651791600000,0.0,,,,1017.2,,53.1,76.65,,,Overcast,,
238.0,60.6,60.6,9.9,4.2,2022-05-06T00:00:00-04:00,,,90.1,60.6,1651795200000,0.0,,,,1016.9,,54.0,79.06,,,Overcast,,
169.0,59.7,59.7,9.9,3.0,2022-05-06T01:00:00-04:00,,,82.9,59.7,1651798800000,0.0,,,,1016.2,,53.1,78.94,,,Overcast,,
149.0,60.5,60.5,9.9,6.6,2022-05-06T02:00:00-04:00,,,99.2,60.5,1651802400000,0.0,,,,1015.2,,54.0,79.25,,,Overcast,,
174.0,60.7,60.7,9.9,6.7,2022-05-06T03:00:00-04:00,,,98.2,60.7,1651806000000,0.0,,,,1014.3,,55.1,81.89,,,Overcast,,
188.0,59.9,59.9,9.9,8.7,2022-05-06T04:00:00-04:00,,,94.3,59.9,1651809600000,0.0,,,,1014.2,,55.2,84.64,,,Overcast,,
202.0,59.8,59.8,9.9,5.4,2022-05-06T05:00:00-04:00,,,96.0,59.8,1651813200000,0.0,,Light Drizzle,,1014.0,,55.2,84.75,,,Overcast,,
172.0,59.7,59.7,9.9,8.4,2022-05-06T06:00:00-04:00,,,100.0,59.7,1651816800000,0.0,,,,1013.9,,54.1,81.55,,,Overcast,,
167.0,58.7,58.7,9.9,12.2,2022-05-06T07:00:00-04:00,0.0,,99.2,58.7,1651820400000,0.0,5.0,Light Rain,,1013.3,,55.2,87.93,,,Overcast,,
170.0,58.7,58.7,9.9,8.8,2022-05-06T08:00:00-04:00,0.1,,99.6,58.7,1651824000000,0.0,14.0,Light Rain,,1013.2,,55.2,88.04,,,Overcast,,
175.0,58.8,58.8,6.6,9.6,2022-05-06T09:00:00-04:00,0.1,,100.0,58.8,1651827600000,0.02,23.0,"Mist, Light Rain",,1013.0,,55.2,87.96,,,"Rain, Overcast",,
180.0,58.8,58.8,6.6,5.6,2022-05-06T10:00:00-04:00,0.1,,100.0,58.8,1651831200000,0.06,14.0,"Mist, Light Rain",,1012.5,,55.3,88.04,,,"Rain, Overcast",,
149.0,58.9,58.9,6.6,7.8,2022-05-06T11:00:00-04:00,0.1,,100.0,58.9,1651834800000,0.09,35.0,"Mist, Light Rain",,1011.2,,56.2,90.68,,,"Rain, Overcast",,
129.0,60.9,60.9,9.9,5.8,2022-05-06T12:00:00-04:00,0.2,,99.2,60.9,1651838400000,0.01,49.0,"Light Drizzle, Light Rain",,1010.4,,57.1,87.19,,,"Rain, Overcast",,
159.0,60.9,60.9,9.9,6.8,2022-05-06T13:00:00-04:00,0.1,,99.2,60.9,1651842000000,0.03,18.0,Light Rain,,1010.1,,57.1,87.38,,,"Rain, Overcast",,
91.0,62.0,62.0,9.9,5.0,2022-05-06T14:00:00-04:00,0.1,,99.0,62.0,1651845600000,0.0,14.0,,,1008.3,,58.1,87.07,,,Overcast,,
100.0,62.7,62.7,9.9,7.0,2022-05-06T15:00:00-04:00,0.1,,100.0,62.7,1651849200000,0.05,23.0,,,1007.2,,58.0,84.58,,,"Rain, Overcast",,
88.0,62.9,62.9,9.9,6.6,2022-05-06T16:00:00-04:00,0.1,,96.0,62.9,1651852800000,0.01,18.0,,,1006.3,,59.2,87.78,,,"Rain, Overcast",,
43.0,62.0,62.0,9.9,10.9,2022-05-06T17:00:00-04:00,0.0,,100.0,62.0,1651856400000,0.0,9.0,,,1005.8,,58.0,86.94,,,Overcast,,
44.0,59.0,59.0,2.2,14.4,2022-05-06T18:00:00-04:00,0.0,,100.0,59.0,1651860000000,0.0,7.0,"Mist, Light Rain",,1005.9,,55.4,87.97,,,Overcast,,
51.0,57.8,57.8,3.2,13.2,2022-05-06T19:00:00-04:00,0.0,,100.0,57.8,1651863600000,0.06,8.0,"Mist, Light Drizzle, Light Rain",,1005.2,,55.3,91.47,,,"Rain, Overcast",,
68.0,57.7,57.7,4.4,13.9,2022-05-06T20:00:00-04:00,0.0,,100.0,57.7,1651867200000,0.24,7.0,"Mist, Thunderstorm, Light Rain",,1004.5,,55.2,91.42,,18.3,"Rain, Overcast",,
62.0,58.8,58.8,9.9,14.5,2022-05-06T21:00:00-04:00,,,100.0,58.8,1651870800000,0.01,,Light Rain,,1004.4,,55.2,87.97,,,"Rain, Overcast",,
69.0,57.6,57.6,9.8,14.4,2022-05-06T22:00:00-04:00,,,100.0,57.6,1651874400000,0.04,,"Rain, Heavy Rain",,1004.3,,54.1,88.03,,,"Rain, Overcast",,
69.0,55.9,55.9,9.9,23.3,2022-05-06T23:00:00-04:00,,,100.0,55.9,1651878000000,0.06,,Light Rain,,1003.0,,52.2,87.55,,31.5,"Rain, Overcast",,
50.0,54.9,54.9,9.9,18.8,2022-05-07T00:00:00-04:00,,,100.0,54.9,1651881600000,0.0,,"Lightning Without Thunder, Light Rain",,1002.4,,51.3,87.49,,35.6,Overcast,,
51.0,52.9,52.9,3.7,19.2,2022-05-07T01:00:00-04:00,,,100.0,52.9,1651885200000,0.26,,"Rain, Thunderstorm, Heavy Rain",,1003.3,,48.9,86.41,,33.6,"Rain, Overcast",,
31.0,51.9,51.9,3.3,15.2,2022-05-07T02:00:00-04:00,,,97.4,51.9,1651888800000,0.38,,"Mist, Rain, Heavy Rain",,1001.9,,48.9,89.6,,19.7,"Rain, Overcast",,
59.0,51.9,51.9,9.9,19.8,2022-05-07T03:00:00-04:00,,,100.0,51.9,1651892400000,0.23,,Light Rain,,1000.1,,48.9,89.53,,35.4,"Rain, Overcast",,
49.0,52.8,52.8,9.9,17.6,2022-05-07T04:00:00-04:00,,,100.0,52.8,1651896000000,0.0,,,,1000.4,,48.9,86.51,,30.5,Overcast,,
41.0,52.8,52.8,9.4,15.3,2022-05-07T05:00:00-04:00,,,100.0,52.8,1651899600000,0.0,,Light Drizzle,,1000.9,,49.0,86.69,,25.0,Overcast,,
51.0,52.8,52.8,2.8,11.2,2022-05-07T06:00:00-04:00,,,100.0,52.8,1651903200000,0.0,,"Mist, Light Drizzle",,1001.2,,50.0,90.11,,,Overcast,,
46.0,52.9,52.9,2.3,11.0,2022-05-07T07:00:00-04:00,0.0,,100.0,52.9,1651906800000,0.02,9.0,"Mist, Light Drizzle, Light Rain",,1001.6,,50.0,89.97,,20.8,"Rain, Overcast",,
