X,Y,NAME,STATION_TYPE,STATION_ID,STATION_STATUS,LAST_REPORTED,NUM_DOCKS_AVAILABLE,NUM_DOCKS_DISABLED,NUM_BIKES_AVAILABLE,NUM_EBIKES_AVAILABLE,NUM_BIKES_DISABLED,IS_INSTALLED,IS_RETURNING,IS_RENTING,HAS_KIOSK,IOS,ANDROID,ELECTRIC_BIKE_SURCHARGE_WAIVER,EIGHTD_HAS_KEY_DISPENSER,CAPACITY,RENTAL_METHODS,REGION_ID,REGION_NAME,GIS_ID,LATITUDE,LONGITUDE,GIS_LAST_MOD_DTTM,OBJECTID
-77.0454925205786,38.9180399323106,20th & Columbia Rd NW,classic,7346145e-f487-4f07-acb8-ed3e0b8b56bb,active,2023/04/19 22:01:23+00,12,1,5,5,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.918036,-77.045487,2023/04/19 22:02:43+00,101087695
-77.02806234761,38.9011097296208,12th St & New York Ave NW,classic,b554d2fc-8912-4730-b2cb-9a3e1a96b223,active,2023/04/19 22:02:01+00,25,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,27,"KEY,CREDITCARD",42,"Washington, DC",,38.901104,-77.028061,2023/04/19 22:02:43+00,101087696
-77.2192631367085,38.9319231164161,Jones Branch & Westbranch Dr,classic,082636d5-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:27+00,9,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,13,"KEY,CREDITCARD",104,"Fairfax, VA",,38.931911,-77.219261,2023/04/19 22:02:43+00,101087697
-77.1323417483324,38.8044946676756,S Pickett St & Shillings St,classic,2260574d-dbc6-4416-9f8c-3e1fcc0d9f5b,active,2023/04/19 22:01:27+00,11,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.804486,-77.132334,2023/04/19 22:02:43+00,101087698
-77.0057417765094,38.8807720490838,New Jersey Ave & H St SE,classic,2574f980-163e-4b9b-8107-6145615815b3,active,2023/04/19 22:01:22+00,0,0,19,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.880761,-77.005741,2023/04/19 22:02:43+00,101087699
-77.0594946966297,38.8530111205071,23rd St S & Hayes St,classic,99644655-ef85-4e13-a331-a344d88ded32,active,2023/04/19 22:01:26+00,3,0,12,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.853002,-77.059496,2023/04/19 22:02:43+00,101087700
-77.1528562295112,38.8738167599707,Eden Center,classic,a016ea6f-0d7f-45fb-b8ac-0cfe22cd972a,active,2023/04/19 22:01:26+00,8,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",152,"Falls Church, VA",,38.873808,-77.152849,2023/04/19 22:02:43+00,101087701
-76.9472950179328,38.9004796358479,Kenilworth Terr & Hayes St. NE,classic,07a453e5-2e14-4276-85df-49e0d6144e54,active,2023/04/19 22:01:45+00,10,1,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.900468,-76.947287,2023/04/19 22:02:43+00,101087702
-77.2201574117395,38.9152559921775,Towers Crescent Dr & Tysons One Pl,classic,0826444d-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:46+00,3,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,"Fairfax, VA",,38.915246,-77.220157,2023/04/19 22:02:43+00,101087703
-77.3623010066863,38.9433591976606,South Lakes Dr and Reston Pkwy,classic,d3cf2811-ca2e-4d2c-9843-8a90049b7b80,active,2023/04/19 22:01:50+00,9,0,3,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,"Fairfax, VA",,38.94335,-77.362304,2023/04/19 22:02:43+00,101087704
-77.0213994175869,38.902678594418,7th & K St NW,classic,a0d0ec92-ebda-436a-b476-7ee9a7bdb67d,active,2023/04/19 22:01:50+00,17,0,2,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.902674,-77.021392,2023/04/19 22:02:43+00,101087705
-77.0716579070536,38.9078473895383,37th & O St NW / Georgetown University,classic,0824cdb0-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:44+00,22,1,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,"Washington, DC",,38.907837,-77.07166,2023/04/19 22:02:43+00,101087706
-77.3684188570006,38.9553211824459,Reston YMCA,classic,08263f4a-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:49+00,7,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",104,"Fairfax, VA",,38.955314,-77.368416,2023/04/19 22:02:43+00,101087707
-77.0871306262456,38.9363031916354,American University East Campus,classic,ad6ec1ce-db22-47c1-acf3-507897d40725,active,2023/04/19 22:01:47+00,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.936298,-77.087128,2023/04/19 22:02:43+00,101087708
-77.048858045388,38.8989318679669,22nd & H St NW,classic,d325a449-32d7-488d-b746-9455ad003834,active,2023/04/19 22:01:48+00,17,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,"Washington, DC",,38.898925,-77.048852,2023/04/19 22:02:43+00,101087709
-77.0980994669609,38.8440486863942,S Wakefield St & 28th St S,classic,7af26d39-a3b4-4fb3-b5b2-3acd415b9bea,active,2023/04/19 22:02:00+00,0,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.84404,-77.098093,2023/04/19 22:02:43+00,101087710
-76.8446025282984,38.8998206458338,Largo Town Center Metro,classic,29b65d73-fc99-42e3-9007-2175402a5c56,active,2023/04/19 22:00:07+00,2,0,15,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,Prince George's County,,38.899811,-76.844604,2023/04/19 22:02:43+00,101087711
-77.0860636504079,38.8932441172093,N Veitch St & Key Blvd,classic,082524a2-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:02:06+00,12,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,"Arlington, VA",,38.893237,-77.086063,2023/04/19 22:02:43+00,101087712
-77.0500335556159,38.8655642948528,Long Bridge Park / Long Bridge Dr & 6th St S,classic,0825fb66-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:08+00,1,0,14,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.865553,-77.05003,2023/04/19 22:02:43+00,101087713
-77.1648645035427,39.1233364472643,Columbus Ave & Gramercy Blvd,classic,de5bd592-0f48-4c6a-b7fc-8ff687c6e1a5,active,2023/04/19 22:02:05+00,6,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",43,"Montgomery County, MD (North)",,39.12333,-77.16486,2023/04/19 22:02:43+00,101087714
-77.0374122268109,38.879829324696,Jefferson Memorial,classic,082527e7-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:02:04+00,5,0,16,3,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,"Washington, DC",,38.879819,-77.037413,2023/04/19 22:02:43+00,101087715
-76.9960238077873,38.922408751231,MBT & Bryant St NE,classic,0627dc3c-5c62-4ab1-a6f0-3635c6f80d23,active,2023/04/19 22:00:57+00,11,0,8,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.922404,-76.996023,2023/04/19 22:02:43+00,101087716
-77.0152885457645,38.8994185281761,3rd & H St NW,classic,082493a5-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:56+00,13,0,1,0,2,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.899408,-77.015289,2023/04/19 22:02:43+00,101087717
-77.0848040804787,38.8906236007128,Court House Metro / 15th St & N Uhle St,classic,0825fa8b-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:16+00,21,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,21,"KEY,CREDITCARD",41,"Arlington, VA",,38.890612,-77.084801,2023/04/19 22:02:43+00,101087718
-77.0010962545038,38.8215687476915,South Capitol St and Southern Ave SE,classic,9973e0f4-23dd-4b50-9ef4-8408fa8a1105,active,2023/04/19 22:01:16+00,6,0,9,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.821563,-77.001095,2023/04/19 22:02:43+00,101087719
-76.9454965300055,39.0816427174807,Briggs Chaney & Castle Dr,classic,5075ddc9-7546-44a6-9445-0a48a53267df,active,2023/04/19 22:01:16+00,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.081638,-76.945495,2023/04/19 22:02:43+00,101087720
-77.3534546823668,38.9785097372476,Lake Newport Rd and Autumn Ridge Cir,classic,29f174dd-e7bc-4329-a570-0220f0d1be84,active,2023/04/19 22:01:12+00,4,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",104,"Fairfax, VA",,38.978503,-77.353454,2023/04/19 22:02:43+00,101087721
-77.0803246298352,38.8638447946788,Columbia Pike & S Courthouse Rd,classic,0825460b-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:13+00,10,0,5,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.863833,-77.080319,2023/04/19 22:02:43+00,101087722
-77.0256141514714,38.953673810729,9th & Ingraham St NW,classic,30b5e0c1-7ca6-4050-8566-3fccf0b60890,active,2023/04/19 22:02:02+00,16,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.953663,-77.025613,2023/04/19 22:02:43+00,101087723
-77.0477898660708,38.818757328518,Powhatan St & Bashford Ln,classic,082630e2-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:28+00,0,0,14,2,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",40,"Alexandria, VA",,38.818748,-77.047783,2023/04/19 22:02:43+00,101087724
-77.0386907181957,38.9421576316462,17th & Upshur St NW,classic,72e7c396-11ad-4e88-bf4b-e60584f748fc,active,2023/04/19 22:01:28+00,9,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.942146,-77.038684,2023/04/19 22:02:43+00,101087725
-77.3407901675923,38.9704218437984,North Shore Dr & Village Rd,classic,0826533b-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:28+00,5,0,6,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",104,"Fairfax, VA",,38.970412,-77.340787,2023/04/19 22:02:43+00,101087726
-77.0057528387848,38.8750337007403,1st & N St SE,classic,082484cf-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:29+00,29,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,39,"KEY,CREDITCARD",42,"Washington, DC",,38.875023,-77.005754,2023/04/19 22:02:43+00,101087727
-77.0916910739254,38.8949514265826,Langston Blvd & N Cleveland St,classic,0825f4f2-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:02:07+00,10,0,5,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.894941,-77.09169,2023/04/19 22:02:43+00,101087728
-77.013824324186,38.9581078663159,Kansas Ave & Longfellow St NW,classic,d1fd7121-67e3-46a9-b415-e84a565394f2,active,2023/04/19 22:01:29+00,15,0,4,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.958098,-77.013821,2023/04/19 22:02:43+00,101087729
-77.046577360941,38.8841320394555,Ohio Dr & West Basin Dr SW / MLK & FDR Memorials,classic,0824e68d-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:29+00,1,0,30,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,31,"KEY,CREDITCARD",42,"Washington, DC",,38.88412,-77.04657,2023/04/19 22:02:43+00,101087730
-77.1009881628478,38.8503431275477,Barcroft Community Center,classic,08251c45-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:41+00,3,0,8,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,"Arlington, VA",,38.850337,-77.100989,2023/04/19 22:02:43+00,101087731
-77.053092515253,39.0432780221514,Grandview & Blueridge Ave,classic,08265262-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:43+00,10,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.043272,-77.053085,2023/04/19 22:02:43+00,101087732
-76.9832272760669,38.9063097172754,Trinidad Rec Center,classic,d0a82ee8-e718-4598-aa5e-dda9292c248c,active,2023/04/19 22:02:07+00,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.906299,-76.983221,2023/04/19 22:02:43+00,101087733
-77.0296367865573,38.9169460131686,13th & U St NW,classic,732103a1-eedd-4044-afa6-67b2d192ff22,active,2023/04/19 22:00:42+00,10,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.916936,-77.029631,2023/04/19 22:02:43+00,101087734
-77.0037016039001,38.8763039680311,M St & New Jersey Ave SE,classic,082486f0-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:42+00,3,0,13,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",42,"Washington, DC",,38.8763,-77.0037,2023/04/19 22:02:43+00,101087735
-77.0473555445358,39.0320383581521,Windham Ln & Amherst Ave,classic,082652d2-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:45+00,8,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.032029,-77.04735,2023/04/19 22:02:43+00,101087736
-77.1127548721065,38.8824293549826,Fairfax Dr & N Taylor St,classic,8dfb34e2-7f75-4359-a374-5bf5e86c4793,active,2023/04/19 22:00:43+00,8,0,3,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",41,"Arlington, VA",,38.882425,-77.112754,2023/04/19 22:02:43+00,101087737
-77.0930769534621,38.8881039628384,Clarendon Blvd & N Fillmore St,classic,0824fd71-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:43+00,7,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.8881,-77.09308,2023/04/19 22:02:43+00,101087738
-76.9935320236249,38.9324619194733,10th & Monroe St NE,classic,0824bb59-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:54+00,18,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.932457,-76.993534,2023/04/19 22:02:43+00,101087739
-77.0223286311396,38.924793890501,Georgia Ave & Fairmont St NW,classic,0824844b-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:00:54+00,14,0,1,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",42,"Washington, DC",,38.924785,-77.022327,2023/04/19 22:02:43+00,101087740
-76.9522019017527,38.9755118571134,Northwestern High School,classic,3dd9e864-a5fc-4c27-b18e-325226089293,active,2023/04/19 22:00:52+00,5,0,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,Prince George's County,,38.975505,-76.952199,2023/04/19 22:02:43+00,101087741
-76.9595073215722,38.9546064655366,Queens Chapel & Hamilton St,classic,27d919c7-7fda-41d1-9c05-2f537d5c4ce2,active,2023/04/19 22:00:52+00,1,0,14,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,Prince George's County,,38.9546,-76.9595,2023/04/19 22:02:43+00,101087742
-76.9550521548354,38.9392817490191,Rhode Island Ave & 39th St / Brentwood Arts Exchange,classic,199df30f-328b-48af-8627-952bd9d6fe7c,active,2023/04/19 22:01:09+00,3,0,12,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",133,Prince George's County,,38.939271,-76.955047,2023/04/19 22:02:43+00,101087743
-77.050268958512,38.9053091869657,23rd & M St NW,classic,5b745524-d0d3-4197-8c69-0ad4e5761883,active,2023/04/19 22:01:04+00,17,0,1,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.905303,-77.050264,2023/04/19 22:02:43+00,101087744
-77.0059139126738,38.8718447183143,1st St & Potomac Ave SE,classic,66c82803-70e3-496f-9942-30e0936de3f5,active,2023/04/19 22:01:07+00,8,1,10,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.871841,-77.00591,2023/04/19 22:02:43+00,101087745
-77.020942188781,38.8767525685615,Maine Ave & Water St SW,classic,a41e5bd2-b599-4c47-a36f-31ffa2e2dd0b,active,2023/04/19 22:01:03+00,11,0,7,1,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.876747,-77.020945,2023/04/19 22:02:43+00,101087746
-77.118013647706,38.8983059392169,Langston Blvd & N Woodstock St,classic,082614e4-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:08+00,18,0,1,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",41,"Arlington, VA",,38.898301,-77.118009,2023/04/19 22:02:43+00,101087747
-77.0918683657727,38.8894021268133,Wilson Blvd & N Edgewood St,classic,0824f3d6-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:05+00,4,0,11,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",41,"Arlington, VA",,38.889396,-77.091862,2023/04/19 22:02:43+00,101087748
-77.1078529497522,38.8800197343389,Wilson Blvd & N Quincy St,classic,08252a00-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:07+00,14,0,4,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,18,"KEY,CREDITCARD",41,"Arlington, VA",,38.880012,-77.107854,2023/04/19 22:02:43+00,101087749
-76.9355842652197,38.9621266412299,Riverdale Park Town Center,classic,d8f65b11-57ec-4a9f-9b52-f5696e129f02,active,2023/04/19 22:02:04+00,10,0,7,1,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,17,"KEY,CREDITCARD",133,Prince George's County,,38.962119,-76.935578,2023/04/19 22:02:43+00,101087750
-76.9757202756908,39.0461521206952,White Oak Rec Center,classic,2213781a-5c69-43eb-9b33-346d61e7e1ba,active,2023/04/19 22:01:33+00,6,0,9,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,15,"KEY,CREDITCARD",44,"Montgomery County, MD (South)",,39.046144,-76.975723,2023/04/19 22:02:43+00,101087751
-77.0344302103336,38.9098100944613,15th & P St NW,classic,0824791a-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:35+00,1,2,15,2,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.909801,-77.034427,2023/04/19 22:02:43+00,101087752
-77.0262398139877,38.8982545027292,10th & G St NW,classic,0825f622-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:35+00,19,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,"Washington, DC",,38.898243,-77.026235,2023/04/19 22:02:43+00,101087753
-77.0519544118017,38.8450332415105,S Clark St & 33rd St,classic,e2a96f4c-801e-4cf8-be0f-f767a5d8ca1b,active,2023/04/19 22:01:39+00,4,0,8,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,12,"KEY,CREDITCARD",41,"Arlington, VA",,38.845028,-77.051956,2023/04/19 22:02:43+00,101087754
-76.9831517076957,38.8357468663685,United Medical Center,classic,5f0f9566-90d4-431e-9b6d-994e26d20ec6,active,2023/04/19 22:01:37+00,14,0,5,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.835737,-76.983144,2023/04/19 22:02:43+00,101087755
-77.0324258967085,38.8885599416846,Jefferson Dr & 14th St SW,classic,08252260-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:37+00,17,0,4,0,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,23,"KEY,CREDITCARD",42,"Washington, DC",,38.888553,-77.032427,2023/04/19 22:02:43+00,101087756
-77.0267531711138,38.9760680655625,Georgia Ave & Dahlia St NW,classic,f8b331c6-d208-4b17-b788-1a17d2520c40,active,2023/04/19 22:01:37+00,15,0,4,3,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.976061,-77.026747,2023/04/19 22:02:43+00,101087757
-77.0235073362982,38.9321354348697,Georgia Ave & Morton St NW,classic,461df1a0-fac6-4a11-ac4c-ff795e6299c9,active,2023/04/19 22:01:34+00,8,0,10,6,1,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",42,"Washington, DC",,38.932128,-77.0235,2023/04/19 22:02:43+00,101087758
-77.3587377759011,38.9596392547559,Library St & Freedom Dr,classic,08263b6d-1f3f-11e7-bf6b-3863bb334450,active,2023/04/19 22:01:36+00,18,0,0,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,19,"KEY,CREDITCARD",104,"Fairfax, VA",,38.959633,-77.358741,2023/04/19 22:02:43+00,101087759
-77.2023537563786,39.1061625649145,Key West Ave & Diamondback Dr,classic,fe1f5f98-892e-4c51-b842-3d32c9f0b4ab,active,2023/04/19 22:01:53+00,7,0,4,0,0,YES,YES,YES,YES,https://dc.lft.to/lastmile_qr_scan,https://dc.lft.to/lastmile_qr_scan,NO,NO,11,"KEY,CREDITCARD",43,"Montgomery County, MD (North)",,39.106152,-77.202354,2023/04/19 22:02:43+00,101087760
